Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-daniel-6lowpan-commissioning,0.04,0.0009,0.022,159,35,223.333,15.0,2.5,7.5,5,2,0,1,1,1.0,3,2,1.0,6,3,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-blanchet-weirds-bootstrap-ianaregistries,0.1488,0.1488,0.149,682,682,682.0,16.5,16.5,16.5,1,1,0,1,1,1.0,10,10,1.0,63,63,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-myklebust-nfsv4-unstable-file-creation,0.0524,0.0524,0.052,413,413,413.0,8.0,8.0,8.0,1,1,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-sunset4-gapanalysis,0.0564,0.0,0.015,609,13,200.667,11.0,8.0,9.917,7,3,1,1,1,1.0,10,2,1.0,44,4,23.5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
draft-ietf-6man-addr-select-opt,0.0832,0.0,0.029,669,4,307.333,11.5,9.0,10.167,3,1,1,1,1,1.0,8,1,1.0,41,1,21.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mpls-oam-ipv6-rao,0.0609,0.0054,0.026,684,75,430.0,10.0,4.5,7.0,3,2,1,1,1,1.0,9,3,1.0,44,9,26.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-camarillo-sipcore-reinvite,0.2641,0.1272,0.196,1129,2071,1600.0,22.0,6.5,14.25,3,2,0,1,1,1.0,8,4,1.0,30,20,25.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-rtgwg-key-table-yang,0.0,0.0,0.0,19,19,19.0,21.0,21.0,21.0,1,0,0,0,0,0.0,5,5,0.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-stenberg-v6ops-pd-route-maintenance,0.0002,0.0,0.0,24,57,40.5,7.5,5.5,6.5,2,0,0,1,1,1.0,3,2,1.0,6,6,6.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-roca-rmt-simple-auth-for-alc-norm,0.0015,0.0015,0.002,51,51,51.0,15.0,15.0,15.0,1,0,0,1,1,1.0,4,4,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-oran-icnrg-reflexive-forwarding,0.1629,0.1432,0.153,338,334,336.0,20.5,28.0,24.25,2,2,0,1,1,1.0,6,4,1.0,22,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-underground-robertbrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-curdle-dnskey-ed448,0.0057,0.0021,0.004,250,69,159.5,7.5,4.5,6.0,2,0,2,1,1,1.0,6,4,1.0,22,5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dane-openpgpkey,0.1557,0.1557,0.156,1395,1395,1395.0,13.0,13.0,13.0,1,1,0,1,1,1.0,7,7,1.0,40,40,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-eddy-tcpm-addl-exp-options,0.1118,0.1118,0.112,484,484,484.0,7.5,7.5,7.5,1,1,0,1,1,1.0,8,8,1.0,37,37,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rose-deen-ggie-use-cases,0.0013,0.0,0.001,45,1,23.0,4.0,1.0,2.5,2,0,1,0,0,0.0,4,1,0.0,13,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yasskin-http-origin-signed-responses,0.022,0.022,0.022,201,201,201.0,3.5,3.5,3.5,1,1,0,1,1,1.0,4,4,1.0,12,12,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-ccamp-ecomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ippm-6man-ioam-ipv6-options,0.0706,0.0,0.014,869,6,229.077,16.0,2.0,9.192,13,4,3,1,1,1.0,9,2,1.0,123,2,22.077,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
draft-ietf-idr-ix-bgp-route-server-implementation-report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cuellar-ace-pat-priv-enhanced-authz-tokens,0.0053,0.0,0.002,3,1,3.333,1.5,1.5,5.333,3,0,1,1,1,1.0,1,1,1.0,1,1,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-schaad-eps-trust,0.0,0.0,0.0,345,345,345.0,13.5,13.5,13.5,1,0,0,1,1,1.0,5,5,1.0,20,20,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-xcon-examples,0.1555,0.0,0.049,1484,0,457.75,10.5,-1.0,5.0,4,3,0,1,0,0.75,6,0,0.75,46,0,17.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-parker-sfc-chain-to-path,0.0,0.0,0.0,0,0,0.0,17.0,17.0,17.0,1,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cheshire-nat-pmp,0.007,0.007,0.007,278,278,278.0,13.5,13.5,13.5,2,0,1,1,1,1.0,6,6,1.0,25,25,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-pce-reqs-for-tdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-montville-sacm-asset-identification,0.0289,0.0289,0.029,160,160,160.0,13.0,13.0,13.0,1,1,0,0,0,0.0,3,3,0.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ge-e164e214-bgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ali-ccamp-lsp-inquiry,0.0196,0.0,0.006,155,0,64.2,21.0,-3.5,7.3,5,2,0,1,1,1.0,2,0,1.0,12,0,6.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-bmwg-sip-bench-term,0.1314,0.0,0.044,842,14,288.0,14.5,8.0,12.5,3,1,0,1,0,0.333,8,3,0.333,28,3,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-opsawg-capwap-split-tunnel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fairhurst-tsvwg,0.0516,0.0516,0.052,281,281,281.0,16.0,16.0,16.0,1,1,0,1,1,1.0,8,8,1.0,24,24,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tang-ipv4plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-p2psip-disco,0.034,0.0,0.011,319,3,106.5,9.5,3.0,6.375,4,2,0,1,1,1.0,6,1,1.0,10,1,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ogud-dnsop-any-notimp,0.0382,0.0,0.019,522,0,261.0,18.5,-5.5,6.5,2,1,0,1,1,1.0,8,0,1.0,31,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rosen-urn-nena,0.1961,0.1961,0.196,2170,2170,2170.0,11.0,11.0,11.0,1,1,0,1,1,1.0,6,6,1.0,35,35,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-li-mpls-seamless-mpls-mbb,0.0013,0.0,0.0,90,9,33.0,1.5,2.0,-1.0,4,0,0,1,1,1.0,3,2,1.0,17,4,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-levine-orgboundary,0.5855,0.5855,0.586,3831,3831,3831.0,13.0,13.0,13.0,1,1,0,1,1,1.0,8,8,1.0,54,54,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tuexen-tsvwg-sctp-udp-encaps-cons,0.1385,0.0,0.069,328,18,173.0,19.5,20.5,20.0,2,1,0,1,1,1.0,9,3,1.0,25,5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-vandevelde-spring-flow-aware-v6transport,0.0067,0.0006,0.004,133,22,136.667,2.0,17.0,10.167,3,0,2,1,1,1.0,7,2,1.0,22,6,18.667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-kucherawy-authres-spf-erratum,0.2492,0.2492,0.249,2839,2839,2839.0,6.0,6.0,6.0,1,1,0,1,1,1.0,8,8,1.0,43,43,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-delregno-pwe3-pw-vccv-impl-survey-results,0.0,0.0,0.0,55,55,55.0,8.0,8.0,8.0,1,0,0,1,1,1.0,2,2,1.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dprive-dns-over-tls,0.3109,0.0,0.053,3288,7,593.833,21.0,4.0,13.083,6,2,0,1,1,1.0,11,2,1.0,74,2,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kuehlewind-spud-use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zfang-avt-rtp-evrc-nw,0.0,0.0,0.0,7,7,7.0,0.5,0.5,0.5,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pradeepkumarxplorer-httpuserinfo,0.0,0.0,0.0,27,27,27.0,0.0,0.0,0.0,1,0,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yizhou-nvo3-vlan-config-in-split-nve,0.0371,0.0006,0.019,956,99,527.5,9.0,8.0,8.5,2,1,0,1,1,1.0,7,4,1.0,29,8,18.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ipsecme-ikev2-intermediate,0.0231,0.0231,0.023,637,637,637.0,22.5,22.5,22.5,1,1,0,1,1,1.0,9,9,1.0,24,24,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wong-mext-simultaneous-ps,0.4368,0.0002,0.151,2118,22,756.333,16.0,2.5,9.0,3,2,0,1,1,1.0,8,2,1.0,41,5,19.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lehmann-morg-pop3listplus,0.0,0.0,0.0,6,6,6.0,0.5,0.5,0.5,1,0,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-satoh-pcn-performance-termination,0.0233,0.0,0.012,319,27,173.0,7.5,1.0,4.25,3,1,0,1,1,1.0,5,1,1.0,14,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moonesamy-wg-consensus,0.2127,0.2127,0.213,3149,3149,3149.0,8.0,8.0,8.0,1,1,0,1,1,1.0,12,12,1.0,82,82,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chroboczek-babel-extension-mechanism,0.0167,0.0167,0.017,598,598,598.0,15.5,15.5,15.5,1,1,0,1,1,1.0,6,6,1.0,16,16,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-guo-softwire-6rd-ipv6-config,0.095,0.0,0.03,603,17,469.75,14.0,1.5,7.5,4,2,0,1,1,1.0,7,2,1.0,42,4,22.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hu-lsr-ospf-srv6-yang,0.3389,0.0014,0.072,2395,95,594.0,24.0,10.0,9.2,6,1,3,1,1,1.0,9,6,1.0,50,16,23.4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mpls-residence-time,0.1646,0.0046,0.057,1369,12,742.333,17.0,10.0,16.167,6,5,1,1,1,1.0,9,2,1.0,71,3,36.333,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-richardson-6tisch-enrollment-enhanced-beacon,0.522,0.035,0.279,3915,241,2078.0,23.0,5.0,14.0,2,2,0,1,1,1.0,10,4,1.0,109,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-jose-json-web-signature,0.1248,0.0001,0.055,1212,21,543.0,4.5,16.5,8.667,3,2,0,1,1,1.0,5,3,1.0,19,4,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-dmm-of-deployment,0.0126,0.0126,0.013,184,184,184.0,3.5,3.5,3.5,1,1,0,1,1,1.0,7,7,1.0,19,19,19.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-itef-underground-gpsv3-brew,0.0,0.0,0.0,5,5,5.0,0.0,0.0,0.0,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bhandari-mdns-gateway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-li-p2psip-node-types,0.0,0.0,0.0,14,9,11.5,0.0,0.5,0.25,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fuller-lisp-ddt,0.0027,0.0,0.001,122,7,79.25,22.0,13.0,10.5,4,0,1,1,1,1.0,6,2,1.0,15,2,6.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wkumari-owe,0.2593,0.0232,0.141,1530,599,1064.5,10.0,19.0,14.5,2,2,0,1,1,1.0,10,8,1.0,64,45,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-rosenberg-sip-app-media-tag,0.5176,0.5176,0.518,1892,1892,1892.0,18.5,18.5,18.5,1,1,0,1,1,1.0,5,5,1.0,28,28,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhao-pce-pcep-multiclass-type-dste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sury-dnsext-cname-at-apex,0.0169,0.0169,0.017,372,372,372.0,2.0,2.0,2.0,1,1,0,1,1,1.0,4,4,1.0,16,16,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pwe3-static-pw-status,0.3076,0.0213,0.108,911,199,339.75,20.0,9.5,15.0,4,4,0,1,1,1.0,11,4,1.0,49,14,20.75,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-bhatia-bfd-generic-crypto-authen,0.2001,0.0,0.103,773,55,443.333,10.0,2.5,7.5,3,2,0,1,1,1.0,7,5,1.0,32,9,22.667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
draft-spring-ietf-oam-usecase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-rtcweb-mdns-ice-candidates,0.0307,0.0,0.008,515,5,136.0,16.0,0.5,6.5,4,1,0,1,1,1.0,6,1,1.0,18,3,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
draft-despres-sam-scenarios,0.0045,0.0045,0.004,221,221,221.0,4.0,4.0,4.0,1,0,1,1,1,1.0,4,4,1.0,12,12,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-opsawg-capwap-hybridmac,0.0585,0.0,0.011,563,13,138.0,10.5,1.5,6.0,6,1,1,1,1,0.833,7,2,0.833,41,2,10.333,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
draft-portele-ogc-gml-mime,0.0016,0.0016,0.002,251,251,251.0,6.5,6.5,6.5,4,0,0,1,1,1.0,5,5,1.0,11,11,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-carpenter-6man-flow-update,0.7462,0.0,0.293,4031,220,1526.667,16.5,3.5,9.833,3,2,0,1,1,1.0,12,5,1.0,87,16,41.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-setsko-avt-ipmr,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-maqueda-6lowpan-pgw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-eastlake-trill-cn,0.3629,0.0,0.083,1369,0,335.2,21.0,18.0,13.5,5,3,0,1,1,1.0,8,0,1.0,44,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaustubh-mprtp-dtls-srtp,0.0112,0.0,0.007,321,1,228.0,8.0,0.5,6.0,4,3,0,1,0,0.75,10,1,0.75,32,1,16.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-kitten-rfc4402bis,0.3494,0.0034,0.176,3989,150,2069.5,20.5,9.0,14.75,2,1,1,1,0,0.5,10,2,0.5,45,7,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sfc-hierarchical,0.1612,0.0005,0.084,1854,59,746.0,14.0,4.5,9.875,4,3,0,1,1,1.0,9,4,1.0,55,5,37.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-guo-bfd-pm-extension,0.0,0.0,0.0,2,123,62.5,0.0,3.0,1.5,2,0,0,1,1,1.0,2,4,1.0,2,15,8.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-raszuk-registered-wide-bgp-community-values,0.0702,0.0292,0.05,332,254,293.0,9.5,10.0,9.75,2,2,0,1,1,1.0,6,3,1.0,17,14,15.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaduk-kitten-gss-loop,0.0258,0.0258,0.026,264,264,264.0,1.0,1.0,1.0,1,1,0,1,1,1.0,4,4,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
draft-bryskin-teas-sf-aware-topo-model,0.0194,0.0046,0.012,489,356,422.5,4.5,13.5,9.0,2,1,1,1,1,1.0,6,3,1.0,23,11,17.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hao-l2vpn-evpn-mhn,0.006,0.0001,0.003,26,43,34.5,1.5,5.5,3.5,3,0,1,1,1,1.0,2,4,1.0,5,7,6.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-huston-kskroll-sentinel,0.2827,0.0002,0.096,1606,6,610.333,12.0,14.0,17.167,3,1,1,1,1,1.0,10,2,1.0,105,4,43.333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-hoffman-dac-vbr,0.6048,0.0003,0.255,2201,250,1209.333,14.0,3.0,7.833,3,2,0,1,1,1.0,10,3,1.0,64,4,29.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mortimore-oauth-assertions,0.0096,0.0,0.003,137,0,62.667,1.0,13.0,9.333,3,0,1,1,1,1.0,2,0,1.0,2,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-makela-mip4-nemo-haaro,0.0327,0.0005,0.017,472,11,241.5,5.5,2.0,3.75,2,1,0,1,1,1.0,6,2,1.0,19,2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-beckhaus-ldp-dod,0.0213,0.0,0.005,199,5,71.4,9.5,7.0,5.1,5,1,1,1,0,0.6,4,1,0.6,14,2,6.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-pd-msrp-websocket,0.0,0.0,0.0,4,0,2.0,5.5,0.0,2.75,2,0,0,0,0,0.0,2,0,0.0,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-xu-mpls-in-udp,0.0371,0.0,0.011,290,0,316.0,7.5,-2.5,4.7,5,2,1,1,1,1.0,7,0,1.0,30,0,15.6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-deng-rtcweb-codecapi,0.0031,0.0031,0.003,44,44,44.0,2.5,2.5,2.5,3,0,1,0,0,0.0,2,2,0.0,8,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tsaad-mpls-p2mp-loose-path-reopt,0.0109,0.0,0.004,220,6,79.2,17.5,2.0,7.7,5,1,2,1,1,1.0,5,1,1.0,15,1,6.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-garcia-core-app-layer-security-with-dtls-record-layer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-nir-ike-qcd,0.2578,0.0,0.086,694,5,239.0,8.0,2.0,6.833,3,1,0,1,1,1.0,7,1,1.0,26,1,9.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-v6ops-nat64-experience,0.0615,0.0,0.019,695,15,251.0,3.0,10.0,4.9,5,2,1,1,1,1.0,6,3,1.0,18,3,14.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
draft-ietf-straw-b2bua-rtcp,0.0102,0.0003,0.005,161,97,138.0,10.0,10.5,8.333,3,1,1,1,1,1.0,6,5,1.0,18,13,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-yevstifeyev-ion-report,0.0493,0.0493,0.049,733,733,733.0,1.0,1.0,1.0,1,1,0,1,1,1.0,10,10,1.0,40,40,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-v6ops-cgn-source-trace,0.0,0.0,0.0,103,103,103.0,2.5,2.5,2.5,1,0,0,1,1,1.0,5,5,1.0,16,16,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-lapukhov-bgp-opaque-signaling,0.0049,0.0,0.001,31,1,21.0,5.5,0.5,7.5,4,0,1,1,1,0.75,2,1,0.75,8,1,5.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-avtext-rams-scenarios,0.0613,0.0613,0.061,962,962,962.0,5.0,5.0,5.0,1,1,0,1,1,1.0,6,6,1.0,24,24,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-add-location-to-ipv6-header,0.0011,0.0011,0.001,29,29,29.0,0.5,0.5,0.5,1,0,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-trammell-ippm-hybrid-ps,0.1138,0.0,0.034,806,4,334.0,9.0,0.5,6.25,4,2,0,1,1,1.0,8,2,1.0,34,3,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
draft-rahman-core-sleepy,0.0264,0.0264,0.026,308,308,308.0,7.5,7.5,7.5,1,1,0,1,1,1.0,6,6,1.0,10,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bradley-dnssd-private-discovery,0.0,0.0,0.0,8,8,8.0,2.0,2.0,2.0,1,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-rtcweb-data,0.2948,0.2948,0.295,2396,2396,2396.0,7.5,7.5,7.5,1,1,0,1,1,1.0,9,9,1.0,49,49,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cope-heh,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0.0,1,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-gerdes-ace-actors,0.4874,0.0017,0.131,2625,154,803.25,19.5,2.0,7.875,4,2,2,1,1,1.0,11,4,1.0,84,10,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-http-bc,0.5583,0.0025,0.245,4566,62,2873.667,11.5,10.0,11.667,3,2,1,1,0,0.667,11,4,0.667,67,7,41.333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ecrit-lost-sync,0.7386,0.1069,0.423,2959,476,1717.5,10.5,20.0,15.25,2,2,0,1,1,1.0,12,9,1.0,99,39,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bocci-pwe3-mpls-tp-ge-ach,0.4073,0.0001,0.119,949,48,334.6,8.0,5.5,9.1,5,3,1,1,1,1.0,7,2,1.0,29,6,19.2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
draft-ietf-mipshop-fmipv6-rfc4068bis,0.0459,0.0459,0.046,590,590,590.0,6.5,6.5,6.5,1,1,0,1,1,1.0,4,4,1.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
